,Reference,Module,Distance
200,SCE_9_unvalidated_does_something_with_logging.cpp,line_1043.c,0.4003322446440033
201,SCE_9_unvalidated_does_something_with_logging.cpp,line_1106.c,0.40726598638367795
202,SCE_9_unvalidated_does_something_with_logging.cpp,line_1570.c,0.38009585022821823
203,SCE_9_unvalidated_does_something_with_logging.cpp,line_1636.c,0.3846860084360091
204,SCE_9_unvalidated_does_something_with_logging.cpp,line_1798.c,0.3707365119751411
205,SCE_9_unvalidated_does_something_with_logging.cpp,line_1865.c,0.37557640191928987
206,SCE_9_unvalidated_does_something_with_logging.cpp,line_5933.c,0.3876307398974277
207,SCE_9_unvalidated_does_something_with_logging.cpp,line_5994.c,0.3916863082031873
208,SCE_9_unvalidated_does_something_with_logging.cpp,line_8142.c,0.36866728602648735
209,SCE_9_unvalidated_does_something_with_logging.cpp,line_8797.c,0.3872129605366832
210,VCE_7_unvalidated_multithreading.cpp,line_126.c,0.3725759020787941
211,VCE_7_unvalidated_multithreading.cpp,line_197.c,0.3598111576895193
212,VCE_7_unvalidated_multithreading.cpp,line_534.c,0.3925520706881078
213,VCE_7_unvalidated_multithreading.cpp,line_594.c,0.3795814437873066
214,VCE_7_unvalidated_multithreading.cpp,line_1043.c,0.3930353326965276
215,VCE_7_unvalidated_multithreading.cpp,line_1106.c,0.3937192528653173
216,VCE_7_unvalidated_multithreading.cpp,line_1570.c,0.3877262334892766
217,VCE_7_unvalidated_multithreading.cpp,line_1636.c,0.3812573535055007
218,VCE_7_unvalidated_multithreading.cpp,line_1798.c,0.3814137322022598
219,VCE_7_unvalidated_multithreading.cpp,line_1865.c,0.3842339250514947
220,VCE_7_unvalidated_multithreading.cpp,line_5933.c,0.4146473609892718
221,VCE_7_unvalidated_multithreading.cpp,line_5994.c,0.4168355714301324
222,VCE_7_unvalidated_multithreading.cpp,line_8142.c,0.4020167296362407
223,VCE_7_unvalidated_multithreading.cpp,line_8797.c,0.37319827957510576
224,SCE_10_validated_multithreading.cpp,line_126.c,0.40045655450062545
225,SCE_10_validated_multithreading.cpp,line_197.c,0.38349441396891226
226,SCE_10_validated_multithreading.cpp,line_534.c,0.39278360529446465
227,SCE_10_validated_multithreading.cpp,line_594.c,0.40490991828545664
228,SCE_10_validated_multithreading.cpp,line_1043.c,0.39424080903543146
229,SCE_10_validated_multithreading.cpp,line_1106.c,0.4045227115386053
230,SCE_10_validated_multithreading.cpp,line_1570.c,0.39552338883195015
231,SCE_10_validated_multithreading.cpp,line_1636.c,0.3989672609428164
232,SCE_10_validated_multithreading.cpp,line_1798.c,0.4039491430538462
233,SCE_10_validated_multithreading.cpp,line_1865.c,0.4086930800017936
234,SCE_10_validated_multithreading.cpp,line_5933.c,0.40459493580948236
235,SCE_10_validated_multithreading.cpp,line_5994.c,0.4196373925529392
236,SCE_10_validated_multithreading.cpp,line_8142.c,0.39685523670524236
237,SCE_10_validated_multithreading.cpp,line_8797.c,0.40273344563188007
